"OldAdvertiserId","NewAdvertiserId"
"AR348170664856780800","AR11751357489126309889"
"AR436144411261272064","AR12101647600084582401"
"AR444563062557507584","AR13717679279142076417"
"AR72734618322731008","AR11464616538913374209"
"AR127147146678894592","AR01112569702745374721"
"AR189206469168594944","AR08049560361075998721"
"AR365483815465910272","AR16352285061153816577"
"AR36937749537751040","AR16723969469365354497"
"AR456385011579355136","AR00964245721597345793"
"AR65274500647747584","AR09417502222171766785"
"AR187391484708782080","AR10916356473156009985"
"AR275284726246277120","AR09817478164077608961"
"AR317227555792879616","AR03821779685163925505"
"AR418530544221945856","AR11286496067530522625"
"AR437684792692047872","AR14645336964618780673"
"AR455189120885456896","AR16815997355659624449"
"AR530500101110497280","AR16831954018157723649"
"AR117224775792721920","AR04994967388093939713"
"AR24777666330624000","AR06264982483012419585"
"AR2697102022934528","AR09475204592397451265"
"AR332165142810722304","AR07422407587246637057"
"AR333533931708088320","AR05208888370394038273"
"AR557685010711183360","AR05116564578032943105"
"AR100212960089079808","AR03965894873239781377"
"AR182166296215945216","AR10490583926878240769"
"AR379074775617634304","AR07236897573091409921"
"AR45199067591999488","AR18208528694798974977"
"AR463533589506555904","AR12349345579589959681"
"AR527918447808479232","AR00367528254258544641"
"AR542723921632296960","AR15812613693037871105"
"AR119780728010440704","AR09782293791988776961"
"AR277117990086901760","AR10126819163482619905"
"AR362503520479346688","AR09158530537629941761"
"AR379670367322505216","AR13979648644698079233"
"AR41640360769748992","AR12209733991141474305"
"AR443060098881814528","AR16956527998389977089"
"AR445510034126798848","AR12996654119543373825"
"AR503226990061420544","AR16179657062668566529"
"AR515117692919742464","AR16172901663227510785"
"AR519083768800083968","AR00166076833329053697"
"AR525504985425772544","AR10143572422155042817"
"AR6064562541428736","AR08061918734333247489"
"AR100442895458238464","AR01536730639854731265"
"AR226945693963517952","AR08872931979998265345"
"AR260324977197187072","AR14838087125403959297"
"AR335268754898288640","AR11549956645731696641"
"AR521983490200174592","AR17140014498833235969"
"AR570855923061358592","AR07746666760417312769"
"AR68326401329070080","AR02228894787455418369"
"AR169450581679669248","AR05528249081824018433"
"AR174672643436314624","AR09116365778533220353"
"AR176382212218814464","AR11079330484671479809"
"AR237876523170791424","AR03324131926339485697"
"AR356641096278736896","AR13259072704318799873"
"AR394698835848331264","AR02890625277832986625"
"AR403116834309537792","AR01828936850052481025"
"AR409428443369832448","AR06093845697172340737"
"AR423241058193768448","AR15897319656524873729"
"AR71361912415191040","AR12642079555369041921"
"AR99972476280242176","AR10601948924170207233"
"AR11132211633848320","AR16140532040905785345"
"AR240543663501869056","AR17366355564480692225"
"AR253414065580277760","AR04638021933252739073"
"AR381367360440762368","AR01764143454461362177"
"AR484597861472796672","AR13277087102828281857"
"AR98010741377859584","AR06821405323094392833"
"AR273832752422322176","AR00874173729049935873"
"AR313802061676281856","AR06179414090092380161"
"AR335304866983313408","AR04390640613096161281"
"AR379476990714970112","AR08877070266887307265"
"AR77396822502408192","AR13272583503200911361"
"AR126183562176102400","AR17037592791682646017"
"AR147669256333426688","AR14131145816403869697"
"AR184313333187346432","AR04454535432809480193"
"AR200418086157811712","AR03891585479388168193"
"AR31798288592142336","AR09660696602049773569"
"AR364305276439887872","AR10822476871841611777"
"AR408038523233370112","AR06165903291210268673"
"AR448308617637003264","AR05517384944868917249"
"AR538188058210598912","AR10011114943551635457"
"AR558713913076613120","AR03586701075488440321"
"AR150995553885356032","AR13020381924068163585"
"AR182710451392479232","AR03171009539008888833"
"AR225174689968816128","AR05183256143010463745"
"AR226887316768030720","AR02815225168446619649"
"AR248722380745080832","AR00504878559605555201"
"AR470940827544190976","AR12141335571800784897"
"AR490367033343475712","AR15031927451968077825"
"AR506823286437445632","AR02236512616329510913"
"AR557983425038909440","AR01515480928380518401"
"AR558175667775078400","AR10525387730504908801"
"AR69224908487393280","AR08647227943900151809"
"AR77669157788712960","AR11096500458250829825"
"AR95899163656454144","AR09480552616954953729"
"AR313416992088391680","AR04804847946317168641"
"AR403378208839303168","AR06732596257090437121"
"AR453199382796304384","AR03607858702863826945"
"AR495860605752705024","AR15217377955056451585"
"AR78924937506586624","AR11462136452997971969"
"AR180885811846184960","AR01265986896631169025"
"AR287594892790595584","AR07165702408486518785"
"AR405911586708914176","AR02875400615201079297"
"AR430126852841930752","AR17703364949364965377"
"AR44195557073223680","AR00982260120106827777"
"AR470377156036263936","AR02560771789500186625"
"AR512934200265932800","AR16166649015478255617"
"AR515840381296836608","AR13077636105866575873"
"AR535478380523421696","AR16816916409941491713"
"AR543239042829910016","AR17563784559558918145"
"AR55909547797118976","AR12088136801202470913"
"AR367015675681570816","AR08741962278066192385"
"AR369313792422576128","AR17663593139887144961"
"AR422239334381387776","AR03746625866382180353"
"AR428866365839900672","AR07998868339550060545"
"AR503053404663185408","AR02906001810508480513"
"AR503769358531559424","AR01352909475559768065"
"AR537495846921437184","AR13301233752563777537"
"AR149007671222075392","AR14430008607435128833"
"AR152863246183825408","AR13299605100965134337"
"AR157182608894066688","AR06710838846122098689"
"AR187439588342497280","AR17645578741377662977"
"AR237026600682520576","AR15060512555266998273"
"AR272940120779259904","AR06784387652805197825"
"AR291440675226910720","AR15447822123220860929"
"AR380562071252631552","AR11565719244427493377"
"AR4048058216087552","AR15580055164013248513"
"AR440251533867614208","AR12691619151270117377"
"AR446951476690944000","AR07017083620783292417"
"AR476700962803679232","AR01909157218415017985"
"AR522894779181170688","AR17836981725540909057"
"AR529355681304674304","AR11567347896026136577"
"AR88282949690064896","AR09588639008011845633"
"AR172662701821001728","AR07416154939497381889"
"AR181544213152792576","AR00409440537997737985"
"AR453639977721397248","AR07676860966193070081"
"AR457917249752137728","AR05309458774841360385"
"AR47383762836652032","AR16521930634348724225"
"AR47733098296639488","AR08160153501205266433"
"AR509742799046836224","AR12681767527085244417"
"AR564955737508282368","AR03483745418003611649"
"AR5984573070508032","AR10454319284615118849"
"AR62627563842830336","AR00138337941666660353"
"AR62785000164032512","AR04904895395546529793"
"AR338146005029486592","AR14572374747389100033"
"AR467180772655104000","AR06413601270715645953"
"AR216011600581099520","AR17415134573213253633"
"AR560940252324167680","AR00000475401340059649"
"AR566829717638873088","AR04058746431182209025"
"AR63424984650874880","AR03279095930065780737"
"AR71006941958111232","AR14060713437990748161"
"AR92514042232438784","AR02980966238412341249"
"AR110003939335733248","AR13720068517909233665"
"AR115381994304569344","AR13632871473390551041"
"AR182759998135205888","AR03582965347294117889"
"AR22700998103400448","AR08113086981832966145"
"AR256896356344397824","AR08079088707912597505"
"AR293179518506500096","AR01798502368195641345"
"AR358979551352586240","AR17923957493344501761"
"AR496473514765713408","AR13902785772529909761"
"AR520967644535324672","AR04418506635790516225"
"AR52536314842578944","AR03773629459643498497"
"AR547126881585987584","AR12484453568411074561"
"AR15360383598460928","AR14659692188431024129"
"AR172802889553543168","AR00464346162959220737"
"AR173485342677008384","AR01765886455269294081"
"AR17716843175215104","AR13047403521832386561"
"AR246629151123963904","AR06374212778479058945"
"AR293650865397432320","AR14929147578904739841"
"AR317169522194776064","AR03521445885013655553"
"AR394156089421070336","AR07458172089158074369"
"AR41152761722568704","AR02009446147885629441"
"AR460413141147189248","AR05805562132145635329"
"AR572860023521148928","AR06199680288415547393"
"AR93263256327553024","AR04621168619022188545"
"AR196524509325426688","AR00233818157033193473"
"AR270072044698206208","AR13893319664609525761"
"AR315647523224027136","AR03774491889076535297"
"AR332372366392819712","AR05058017782877126657"
"AR498575265601945600","AR18149981899643158529"
"AR50173464354488320","AR03422366693211504641"
"AR566741859787866112","AR05213538205067902977"
"AR334792288406339584","AR16141376465835917313"
"AR340482673396940800","AR06126999546162577409"
"AR355849276108046336","AR08210537522036473857"
"AR388463677205905408","AR09523261909185331201"
"AR427601721309528064","AR12028727576613617665"
"AR1128098930098176","AR11696323633621237761"
"AR126368348849045504","AR15176445061299699713"
"AR151410791323533312","AR12813216341209120769"
"AR205715670619389952","AR10790255683589636097"
"AR251767512557944832","AR00528668692695744513"
"AR392734798843478016","AR11100971072529367041"
"AR50593924472897536","AR08021386337686913025"
"AR545107731560792064","AR12822656473167298561"
"AR553323969638301696","AR00970021456178053121"
"AR55762969153241088","AR16562339473375887361"
"AR217858127280734208","AR02950333157267734529"
"AR230475229367894016","AR12988012301746438145"
"AR274194251229691904","AR01972916798198120449"
"AR572103765679669248","AR12228276155232288769"
"AR98209684263010304","AR04444767646386225153"
"AR155549456169697280","AR02454499730068078593"
"AR185991222291070976","AR05562420941142622209"
"AR214800866480226304","AR06935402688662208513"
"AR287912101895208960","AR00615216750476132353"
"AR290982488115773440","AR05292204963500392449"
"AR363024311033790464","AR04287902246596771841"
"AR38337668358078464","AR05652492933690032129"
"AR441112520191639552","AR08453045394341888001"
"AR456386317249413120","AR00203137384571731969"
"AR487425255623622656","AR05046135635593658369"
"AR56264209016553472","AR08709592655744466945"
"AR97387764961509376","AR14352270798889156609"
"AR126043958559113216","AR07796206356318388225"
"AR194630703625797632","AR06743041617554309121"
"AR413848170875846656","AR08675847544376393729"
"AR424466463902924800","AR15510028093073915905"
"AR428039911052935168","AR17859198045174890497"
"AR428326814868307968","AR02952327671360520193"
"AR547235114761846784","AR13159993512516648961"
"AR566580575175966720","AR09453531019190730753"
"AR82772128692174848","AR01238965298866946049"
"AR290599651910877184","AR02923739544404623361"
"AR417418594368880640","AR04004175470072430593"
"AR538224823130652672","AR02999872753168809985"
"AR98654024399585280","AR17668096739514515457"
"AR121262938404159488","AR08129472728743804929"
"AR165813912611061760","AR11804410024678129665"
"AR211362899778600960","AR10711663966825742337"
"AR43526504247721984","AR13150141888331776001"
"AR464871763877036032","AR15799653612042321921"
"AR516278880277889024","AR03161820782896611329"
"AR533648861894279168","AR08660897484773523457"
"AR557345605215584256","AR12633072356114300929"
"AR574322751943213056","AR16235952058010697729"
"AR132485309991485440","AR07818724354455240705"
"AR15538745000329216","AR17479936215141580801"
"AR28875271289438208","AR12035023105316356097"
"AR324020819665616896","AR18430858742028304385"
"AR194100086186180608","AR05691701793214431233"
"AR3317226581000192","AR16503916235839242241"
"AR356167000608735232","AR15875664087821058049"
"AR417567749993136128","AR05056891745531330561"
"AR42477913752207360","AR05012981786603421697"
"AR120814887415840768","AR18050058282910875649"
"AR155836944100622336","AR05945226909469114369"
"AR157589806153465856","AR10785835921723883521"
"AR34091663689252864","AR16490770749695459329"
"AR385021690414891008","AR09794942161437851649"
"AR38679101078241280","AR09187818641175871489"
"AR441827202749693952","AR03958277044365688833"
"AR85737442832809984","AR00531900157369778177"
"AR322809260931022848","AR09354451827388579841"
"AR361621368556486656","AR16346978543160262657"
"AR387361416799059968","AR02550954387614728193"
"AR392941816267145216","AR15087534153031221249"
"AR395176608010338304","AR11318021264922116097"
"AR478461555797655552","AR01852879402942070785"
"AR123179627689541632","AR01545536628481589249"
"AR317552495838625792","AR10219142955843715073"
"AR519414446922137600","AR09055465203860242433"
"AR103361033678094336","AR10454320796443607041"
"AR144798740710948864","AR08224048320918585345"
"AR197804547018588160","AR01008437292940918785"
"AR374363918048428032","AR01242624473564184577"
"AR481561147795832832","AR00856159330540453889"
"AR564693778862964736","AR07727807936977698817"
"AR129592288740376576","AR16185550032676585473"
"AR157406015912935424","AR09335053830934495233"
"AR211335034030784512","AR02632829383538114561"
"AR348847482983153664","AR05554244560361619457"
"AR36908990436737024","AR12397632419430137857"
"AR419383833964576768","AR15357750130673451009"
"AR475282180486987776","AR07931314345139503105"
"AR524572049809604608","AR05906083883203428353"
"AR538450188654608384","AR16046789603666952193"
"AR83189805671776256","AR04413802100413169665"
"AR86296166538412032","AR11684304047384297473"
"AR103261562235518976","AR14077566752221298689"
"AR339968067595403264","AR18370658281384312833"
"AR436823256612208640","AR00757080138738302977"
"AR449925896162246656","AR03063082577138024449"
"AR79687586259402752","AR03783499088331276289"
"AR156623232353435648","AR15627121683385548801"
"AR158908704710721536","AR04711240611569598465"
"AR277745227110809600","AR05414167466177724417"
"AR445004791353966592","AR00468005337656459265"
"AR478907476482195456","AR12552007562821632001"
"AR529966820791156736","AR08684294542456782849"
"AR71526461202235392","AR07728652361907830785"
"AR7336834933719040","AR02292807611671642113"
"AR89173519748825088","AR08588079303567081473"
"AR103264242295111680","AR07532745778117214209"
"AR22354480141959168","AR12720892548848025601"
"AR360049616684580864","AR03293879963412856833"
"AR369723119985754112","AR03182758920263303169"
"AR413897099143282688","AR07340363129093619713"
"AR414092812213026816","AR06505741444634902529"
"AR453294284393676800","AR02909800760621400065"
"AR524239481901940736","AR02608059585587576833"
"AR10924747533582336","AR15983750478877949953"
"AR17992992392478720","AR00345000772833902593"
"AR192389280453099520","AR11259474469766299649"
"AR20815095143596032","AR07054605554592776193"
"AR350857939994542080","AR05834128131430023169"
"AR406403961759727616","AR05162989944687296513"
"AR439641167475245056","AR13119461115870314497"
"AR186453704369504256","AR00130507907048407041"
"AR338782656621707264","AR04706737011942227969"
"AR351205591827349504","AR15555908514277752833"
"AR40926846442799104","AR05864162116176445441"
"AR474823477979774976","AR17870758722746187777"
"AR507905824354467840","AR13578828277862105089"
"AR76535286422568960","AR03639383900255420417"
"AR168848908301107200","AR16762010784980008961"
"AR233308499033980928","AR09147151279477227521"
"AR250391370676568064","AR13576593657917603841"
"AR266454204766224384","AR15401941702017024001"
"AR347222473516777472","AR12591695534537834497"
"AR397414973166321664","AR11660294836602273793"
"AR422757479235977216","AR03148994292563836929"
"AR482503669779005440","AR09888399550287183873"
"AR483730827834818560","AR13861393970107514881"
"AR502953246025842688","AR08575128156103507969"
"AR95461901625982976","AR14366197625483427841"
"AR278888925362126848","AR05283197764245651457"
"AR289969769187115008","AR08364211314448400385"
"AR311843487869829120","AR00191255237288263681"
"AR344081993429942272","AR10311483928073994241"
"AR398853443613097984","AR03380929673373417473"
"AR432634048590905344","AR06130865154167930881"
"AR536652143545810944","AR09016286168588746753"
"AR573041717817638912","AR11235779856748773377"
"AR67618899956334592","AR00290957577305456641"
"AR107930363484962816","AR10979490705700814849"
"AR2615463284572160","AR06557716458791501825"
"AR27211847635566592","AR10950781495026909185"
"AR279243620941299712","AR05835816981290287105"
"AR338942291966164992","AR00414052302081490945"
"AR463205763242786816","AR03165643509948481537"
"AR72221352550989824","AR06350550875932459009"
"AR150748782244397056","AR13731647474861342721"
"AR185267949798424576","AR11814492546304835585"
"AR22352109320011776","AR00243669781218066433"
"AR22802943447138304","AR10821861282769010689"
"AR26169922929295360","AR12989354668004999169"
"AR284490215551139840","AR01072708420508844033"
"AR403197133018103808","AR00785001411891953665"
"AR428685152579747840","AR10471344534976462849"
"AR430105103127543808","AR00405739169541783553"
"AR484289379741728768","AR11197414734959738881"
"AR486118073737150464","AR02247771615397937153"
"AR132193046056927232","AR13096943117733462017"
"AR264669216358006784","AR13242048965785944065"
"AR31259802772439040","AR07679112766006755329"
"AR319449290835492864","AR01810922451542999041"
"AR470118186688184320","AR05890339289010536449"
"AR48624596068335616","AR02299509822237704193"
"AR530081908734820352","AR02360361606082199553"
"AR546965596974088192","AR16861952406215196673"
"AR71819240532869120","AR01559095805875322881"
"AR71939499617157120","AR03353405323917393921"
"AR159872495371943936","AR04036703009751695361"
"AR273707476816232448","AR10752555216579592193"
"AR327761839259648000","AR03076433946834108417"
"AR374982118461145088","AR05935357280781336577"
"AR418547724091129856","AR16212804726905896961"
"AR457312552716599296","AR15541236631116709889"
"AR514833263005532160","AR11663936006796607489"
"AR525544705283325952","AR17932946688096337921"
"AR92363958895247360","AR15371260929555562497"
"AR96791314263179264","AR13138442672295378945"
"AR99619670486679552","AR09030192654217904129"
"AR111616510576820224","AR16105347668816953345"
"AR153298240471564288","AR08319105086869471233"
"AR274592033920778240","AR03860060281996574721"
"AR292708171615567872","AR18262571890327420929"
"AR36831440507240448","AR17178833031729774593"
"AR386597874693046272","AR00337697816602214401"
"AR164409389585793024","AR10255344376188239873"
"AR267427650513928192","AR04879454483186188289"
"AR312778416350822400","AR05274190564990910465"
"AR348815665865424896","AR14068876212315357185"
"AR364469790867193856","AR15381259063664836609"
"AR385213520834199552","AR05889683842641428481"
"AR428375674416267264","AR15013977787205681153"
"AR75512637529522176","AR01538982439668416513"
"AR119350612805550080","AR17339333966716469249"
"AR30276083462963200","AR05246313134863417345"
"AR317419317492711424","AR16375362710709207041"
"AR350606839026548736","AR14187804887533748225"
"AR396759080120614912","AR13261324504132485121"
"AR398319561998336000","AR13182511510653501441"
"AR406661625437749248","AR09510393087654887425"
"AR465386713275957248","AR04808433316296392705"
"AR554855795494223872","AR07617738989016973313"
"AR572720591702851584","AR16388313858172780545"
"AR240720822312894464","AR00662504546563522561"
"AR24733720225251328","AR11884612388537761793"
"AR27609218009792512","AR11826928022814982145"
"AR363056368669687808","AR10258140571696627713"
"AR450126797552484352","AR09295060607302631425"
"AR276247279956918272","AR00730058540974080001"
"AR380952672758398976","AR12142179996730916865"
"AR405987178133323776","AR02764823143112507393"
"AR433018396624289792","AR12376367177354182657"
"AR435600256084738048","AR07593544373086715905"
"AR502184446879858688","AR10108804764973137921"
"AR530571535006564352","AR16951179973832474625"
"AR545372610783870976","AR12546641533761224705"
"AR6727705491931136","AR06778392840532656129"
"AR87827202120351744","AR14645318960115875841"
"AR114816158133125120","AR17402384361499656193"
"AR122339016690368512","AR00162604987925397505"
"AR220015884490506240","AR05929464310773317633"
"AR27440855291789312","AR17857247923864076289"
"AR299865408196837376","AR00823873545980346369"
"AR459467286269394944","AR16484640697492701185"
"AR60539453822730240","AR14794817357121323009"
"AR184325805772374016","AR10133725470894587905"
"AR419198428816343040","AR11187416875728371713"
"AR508620816150167552","AR09638178603912921089"
"AR520439466637131776","AR13385173493885173761"
"AR543125346455650304","AR04999206692613783553"
"AR564867501700153344","AR12789853918142136321"
"AR122406361777569792","AR18378299474880495617"
"AR215765413055692800","AR10169603359942639617"
"AR256918209137999872","AR03101203744784646145"
"AR259634002858606592","AR13123102286064648193"
"AR348603803718647808","AR14005807813029265409"
"AR390478085587206144","AR00535643169828634625"
"AR399010124020056064","AR10155331973892014081"
"AR419234781419536384","AR12912453450368811009"
"AR46158391487234048","AR01869469246698815489"
"AR464783356270215168","AR08340297486300086273"
"AR74273144327634944","AR17249528743177748481"
"AR147326998979543040","AR01792908053033517057"
"AR165503781612552192","AR06895486430844289025"
"AR179564954783842304","AR14236353823458197505"
"AR453033356540510208","AR00558077330203869185"
"AR170068335415787520",NULL
"AR228446699134124032","AR10944222495850364929"
"AR272177609465397248","AR14726485595673067521"
"AR293370902249209856","AR18140974700388417537"
"AR356229672771518464","AR14897538543751528449"
"AR371789067974606848","AR05298337214726406145"
"AR63936910392819712","AR10652728906626367489"
"AR271344076572327936","AR17927556469780119553"
"AR352438384880254976","AR04313762760082063361"
"AR408516982590144512","AR04831858823843020801"
"AR560853219106881536","AR02323409906490671105"
"AR194787693270401024","AR00581439753270853633"
"AR336698497971519488","AR12831230739718602753"
"AR448634038719086592","AR17001080346986414081"
"AR46373655248109568","AR08695039794717130753"
"AR236479146971103232","AR01299763893836447745"
"AR27531049605005312","AR00231149917190488065"
"AR279496268097519616","AR06908997229726400513"
"AR323371351890984960","AR00160283506562301953"
"AR39007580177039360","AR14267879020849790977"
"AR408411395114139648","AR15803606493783130113"
"AR441772021009874944","AR04283398646969401345"
"AR528774039653580800","AR11288124719129165825"
"AR544734378643685376","AR04265384248459919361"
"AR555516189665656832","AR08968704253140926465"
"AR106535323747483648","AR01379567547292057601"
"AR130079063153836032","AR00972091836573155329"
"AR243570412854706176","AR13276242677898149889"
"AR244368039821180928","AR08735709630316937217"
"AR279955176763162624","AR07345846393581338625"
"AR516998957314867200","AR12931171536320069633"
"AR8973045674803200","AR14770861197775339521"
"AR91996412773924864","AR13382094449010540545"
"AR97624228680957952","AR05521005636659183617"
"AR124709495040376832","AR09632812574852513793"
"AR179905425431330816","AR12155690795613028353"
"AR204534863850635264","AR12727647948289081345"
"AR246946394588315648","AR15098446118742130689"
"AR38644810059350016","AR15333243803196719105"
"AR387850046638391296","AR16997060395036311553"
"AR401524810191994880","AR15847780060623798273"
"AR459940316787507200","AR00399043968362348545"
"AR127647836786393088","AR02986361954286698497"
"AR133352309269725184","AR01397533567289917441"
"AR161642606013448192","AR10907433111662886913"
"AR17743712490618880","AR03284946706315083777"
"AR199613690322878464","AR15453678946784116737"
"AR229234705373855744","AR18196008555893489665"
"AR279441395595345920","AR12600386074443776001"
"AR356017948063694848","AR12876266735992307713"
"AR383485569591672832","AR09325543742549000193"
"AR148796461910327296","AR06215237003559043073"
"AR200435712703594496","AR15927646798559051777"
"AR21394297253265408","AR14467028064430718977"
"AR311048334804516864","AR03841218638426144769"
"AR37329965951221760","AR07787096765043310593"
"AR437835460144791552","AR03065694604448759809"
"AR441018511947464704","AR15389275328065044481"
"AR477376269101563904","AR06804552008863842305"
"AR105165229180059648","AR09754389286387449857"
"AR175451750503809024","AR17100643186465832961"
"AR269513080474435584","AR05176997035630395393"
"AR276411828743962624","AR03715945093920718849"
"AR294429835025973248","AR11678309235111755777"
"AR326001796021485568","AR03435695935236079617"
"AR33697076453834752","AR17473597530607452161"
"AR373785506212741120","AR04981456589211828225"
"AR412893176307646464","AR01371821487874375681"
"AR480056328694267904","AR11799062000120627201"
"AR507128503993368576","AR16752194345167224833"
"AR549115142206390272","AR11516179648526417921"
"AR62180887244046336","AR09223003013264703489"
"AR91785993736159232","AR05427312952321507329"
"AR110133406829903872","AR01396591285824913409"
"AR122166943120621568","AR01873128421396054017"
"AR209724627453214720","AR15293855310960132097"
"AR305091180805226496","AR15019980158620663809"
"AR451921200529014784","AR03468247114415341569"
"AR495936437695283200","AR17280787171560652801"
"AR503090822418268160","AR07458436384265601025"
"AR512670214396051456","AR04012021585048240129"
"AR555467708074819584","AR12536811899808907265"
"AR124024842893656064","AR02756678373290803201"
"AR133630039034953728","AR12074626002320359425"
"AR242125929453715456","AR10706885901608288257"
"AR275943505510006784","AR15495109919308251137"
"AR377416162327134208","AR07007231996598419457"
"AR393909970615140352","AR16479146437888704513"
"AR520661877223587840","AR13836355066686078977"
"AR57353928118894592","AR11928259014430818305"
"AR84658753206484992","AR02228008168766570497"
"AR97685492094468096","AR08217795673169330177"
"AR110089185846624256","AR06035298902016524289"
"AR171786528492617728","AR14216839278771568641"
"AR298045097977577472","AR12939317130775494657"
"AR306736874834100224","AR05607456937416327169"
"AR450262655957991424","AR12738748205366247425"
"AR452055821983940608","AR02845905940908081153"
"AR456669441493565440","AR07098148414075961345"
"AR535263357280714752","AR01130016478377017345"
"AR549570340020289536","AR02726644388544380929"
"AR144635600673177600","AR11047805287279886337"
"AR326529595962556416","AR15186613344833372161"
"AR331016771634987008","AR09637334178982789121"
"AR337648166780272640","AR11516044408596201473"
"AR388431963167391744","AR03797656674928427009"
"AR4477692384641024","AR01651547416463147009"
"AR520054775006363648","AR03461994466666086401"
"AR543059788074844160","AR07018074280759918593"
"AR573506055321944064","AR13299540229779095553"
"AR116067952121348096","AR10155230131627491329"
"AR164969006644592640","AR12232251989278326785"
"AR210958348219056128","AR02930365613790461953"
"AR21934054383288320","AR04359413520794648577"
"AR23854798117797888","AR09210336639312723969"
"AR268264928618479616","AR02301814810926383105"
"AR287959690132848640","AR09309415831114874881"
"AR324942725805768704","AR02054116831421005825"
"AR427022690998550528","AR14218339424948715521"
"AR528291628926894080","AR15546901315023011841"
"AR574953184422789120","AR12308813182943625217"
"AR111589057145864192","AR16276484454657032193"
"AR247462701196902400","AR04967794057725083649"
"AR276525456398745600","AR09566121009874993153"
"AR329199828670087168","AR15289087416225234945"
"AR409208781562445824","AR07224776969223667713"
"AR427727168714309632","AR17797940541539745793"
"AR455749871815622656","AR14884111582631034881"
"AR548555353348898816","AR06715342445749469185"
"AR85773005162020864","AR12000316608468746241"
"AR111151382798532608","AR01094089523622576129"
"AR213269109343780864","AR00054957989202755585"
"AR215868560990273536","AR12524369826228994049"
"AR259081944942247936","AR10507373331995426817"
"AR27152783245312000","AR09048207052727386113"
"AR447214156890767360","AR18269327289768476673"
"AR453171207810842624","AR03608579570174787585"
"AR572113970521964544","AR08602350689617707009"
"AR109184597014609920","AR11336035663431598081"
"AR284465579618729984","AR16848441607333085185"
"AR287099184845160448","AR03604357445524127745"
"AR297037292491505664","AR00270206769232347137"
"AR384723516605333504","AR02838733826560098305"
"AR484300031260622848","AR11975546810518208513"
"AR104766140818915328","AR11939675930856783873"
"AR138947139827924992","AR11511676048899047425"
"AR244559354844413952","AR16285491653911773185"
"AR253804564006830080","AR13477497286246268929"
"AR257833277690216448","AR00179774961504747521"
"AR275730543851601920","AR17687383272977334273"
"AR282266625082654720","AR12879925910689546241"
"AR325560342102933504","AR13657641271341088769"
"AR348804120993333248","AR04800450174683971585"
"AR41104039613562880","AR09684705812831797249"
"AR564477656108630016","AR15204627743342854145"
"AR567628822074097664","AR07016323033614778369"
"AR13000625486823424","AR00473718674952290305"
"AR273303406293024768","AR04387972098375548929"
"AR314368172725633024","AR04868866598527565825"
"AR346486934597533696","AR12967180542129733633"
"AR441515834800603136","AR04040204267091394561"
"AR460732136958197760","AR14038195439853895681"
"AR49244273949802496","AR17661045434006634497"
"AR499444154665795584","AR14262512991789383681"
"AR553973196894765056","AR17437568733588488193"
"AR101638236396322816","AR06142540868143284225"
"AR132923740253061120","AR16375563646459183105"
"AR160024399775268864","AR17558849264178692097"
"AR183859784640888832","AR01418246854528729089"
"AR198778405083152384","AR02874137276340764673"
"AR236735986015404032","AR09943578953643982849"
"AR317506522508689408","AR07755673959672053761"
"AR390131327107596288","AR00099554593142210561"
"AR532680638826807296","AR18246327705538658305"
"AR169110007952965632","AR11567971044241178625"
"AR188896681767469056","AR04852992536840503297"
"AR19428782779662336","AR06922508028608512001"
"AR200950662102515712","AR13371662695003062273"
"AR27032936477884416","AR12479949968783704065"
"AR319421322008461312","AR01215602875799961601"
"AR334288127965265920","AR16466642929096589313"
"AR41417091189833728","AR14128267432401305601"
"AR46286862548992000","AR01756879256014553089"
"AR149173766197346304","AR13161558804757741569"
"AR326538770012700672","AR05071216457895903233"
"AR353803566005092352","AR12422050236220833793"
"AR359804975347400704","AR16385658262713794561"
"AR450909031356170240","AR09845344186771963905"
"AR6018761010184192","AR03905096278270279681"
"AR146484463835021312","AR06055565100339691521"
"AR152021157715902464","AR15348742931418710017"
"AR156682812139765760","AR11962036011636097025"
"AR173784134961856512","AR08165501525762768897"
"AR184161497503498240","AR11339778675890454529"
"AR233353544650981376","AR07592154178072346625"
"AR410581693628416000","AR10079531367395229697"
"AR461926206585962496","AR04999470987721310209"
"AR58152929474904064","AR00199907156848279553"
"AR193317611864326144","AR14743536547118710785"
"AR2768398480048128","AR13242711971297492993"
"AR374590417443749888","AR06526191261399908353"
"AR395502510128758784","AR06215143407631728641"
"AR435777689773670400","AR03080093121531346945"
"AR46237144007573504","AR11597965309130047489"
"AR50281422652440576","AR15350371583017353217"
"AR17476599884546048","AR02689124378880245761"
"AR26598766823866368","AR01675814462721884161"
"AR285394323346817024","AR11196424074983112705"
"AR364855925606973440","AR18297738257913348097"
"AR383612013428867072","AR03197270549604597761"
"AR428971953315905536","AR05472481989502173185"
"AR454049305284575232","AR14578627395138355201"
"AR484106104897273856","AR16411592443478147073"
"AR511363169948532736","AR13315367699660931073"
"AR513695234111045632","AR07572815692685115393"
"AR535047028367949824","AR12547503963194261505"
"AR53533468809756672","AR00375699000042455041"
"AR568070275992649728","AR03935595493874204673"
"AR68803589375524864","AR00972408495921954817"
"AR102917793053147136","AR14406628179865239553"
"AR170285111005151232","AR14583130994765725697"
"AR204343170870280192","AR06066824099408117761"
"AR254851883192025088","AR18247312043323424769"
"AR43216888645287936","AR16402566140208873473"
"AR515532621120274432","AR05975889677427671041"
